Platform,Lat,Lon,Elevation (m),Year,Month,Day,Hour (UTC),Minute,DST,Sounding Base,Sounting Top,Sounding Levels,CAPE,700-500mb Lapse Rate,850-500mb Lapse Rate,LI,KI,Thompson Index,Total Totals,T 1000mb,T 850mb,T 700mb,T 500mb,Convective Temperature,1000-700mb RH,PWAT,700-500mb Average RH,Surface-700mb Average RH,Surface-700mb Average Wind Speed,1000-700mb Average U-Wind Component,1000-700mb Average V-Wind Component,850mb Average U-Wind Component,850mb Average V-Wind Component,700mb Average U-Wind Component,700mb Average V-Wind Component,500mb Average U-Wind Component,500mb Average V-Wind Component,250mb Average U-Wind Component,250mb Average V-Wind Component,0-6km Shear,0-3km Storm Relative Helicity,Wet Bulb Zero Level,Equilibrium Level,Lowest Freezing Level,-10C Level,Cloud Depth Ratio,Energy Helicity Index,Bulk Richardson Number,date,Precip?,Lightning?
KXMR,28.4666666,-80.55,5,2016,4,13,10,0,TRUE,16.4,104147,136,0,-0.00167937,-0.001686612,7.266764822,30,22.73323518,42.4,21.2,13.6,4.6,-10.1,13.03697722,73.79134607,34.27931989,34.91830045,74.1776356,8.888886601,4.910527279,-6.060407518,-1.56,-5.82,21.55,-7.85,29.46,-17.01,64.3,-29.98,0.005019559,-62.54306286,11987.41719,,13109.82971,19086.05235,,0,0,4/13/16,,
KXMR,28.4666666,-80.55,5,2016,4,14,10,0,TRUE,16.4,112001.3,126,0,-0.001912875,-0.001833652,1.349834893,27.7,26.35016511,47.2,21.2,14.2,5.2,-11.5,16.76566367,75.19678366,38.14829572,67.25353059,75.83268724,10.90244895,9.783103161,-4.094009983,7.7,-2.06,28.62,-16.52,37.63,-13.7,65.72,-17.61,0.00643843,-1.484128073,11171.3799,,12904.94508,18255.14057,,0,0,4/14/16,,
KXMR,28.4666666,-80.55,5,2016,4,15,10,0,TRUE,16.4,60000,90,1490.559449,-0.00184623,-0.001935351,-4.907364598,31.9,36.8073646,49.2,21.4,14.4,3.4,-12.7,20.41737417,74.55567101,38.14469507,77.42960354,75.25771434,12.98841354,9.443439268,4.694159734,3.25,3.87,27.88,2.44,27.04,7.24,46.33,-8.17,0.005307103,32.34488359,12025.90559,37290.69465,12508.05185,17706.07832,0.315681494,0.301324824,545951.0233,4/15/16,,
KXMR,28.4666666,-80.55,5,2016,4,16,10,0,TRUE,16.4,105000,137,1099.107047,-0.002022753,-0.001904551,-5.41053727,32.8,38.21053727,52,21,11.8,2.8,-14.7,18.7377997,86.41241685,36.14418994,53.05140303,86.19123152,17.47700128,-10.62931871,-5.86953465,-15.88,-1.39,14.81,-10.37,26.61,-4.69,46.86,-4.1,0.003449015,47.73519262,10595.74766,35501.20342,11704.76124,17257.32704,0.302761695,0.327913041,619450.6913,4/16/16,,
KXMR,28.4666666,-80.55,5,2016,4,17,10,0,TRUE,16.4,106000.7,125,0,-0.00199812,-0.001735337,3.692544957,8.9,5.207455043,33.2,19.4,9.8,3,-14.3,10.97793407,49.01100751,19.49844493,28.17730883,49.44150789,14.92875397,-10.06095174,-8.185067499,-11.04,-0.97,0,-7.97,12.96,-7.48,73.43,-26.73,0.000945892,58.71452837,7417.269207,,11701.35789,16932.46039,,0,0,4/17/16,,
KXMR,28.4666666,-80.55,5,2016,4,18,10,0,TRUE,16.4,93047.9,118,236.5001263,-0.002052641,-0.001625314,-1.062506222,4.4,5.462506222,44.3,17.6,9.8,5,-12.9,18.47871156,78.72206904,26.81502605,6.391105149,79.08962388,18.44288882,-13.9176035,-11.02775328,-17.34,-10.01,-5.18,-19.34,0,-14,40.65,-34.11,0.001005838,-23.27675026,9331.35482,29380.79818,13228.56856,17737.09494,0.443256466,-0.034405965,457051.5077,4/18/16,,
KXMR,28.4666666,-80.55,5,2016,4,19,10,0,TRUE,16.4,110000,149,1.998399385,-0.001813742,-0.001473461,5.88890175,-10.3,-16.18890175,24.4,19.8,11,6.2,-9.7,13.95497953,35.48082448,15.79932679,6.368892763,37.19320161,13.92598641,-12.56849816,-6.269275897,-9.32,-3.39,-12.21,-10.25,-3.98,-6.9,8.88,-50.35,0.000588198,-16.19037739,7344.360079,3767.405501,13093.18491,19283.61958,10.6251347,-0.000202218,6604.200796,4/19/16,,
KXMR,28.4666666,-80.55,5,2016,4,20,10,0,TRUE,16.4,107001.3,152,0,-0.001798331,-0.001649304,11.10382979,-47.1,-58.20382979,7.2,20.4,12.8,5.4,-10.3,11.1957862,34.74288279,14.85539788,2.547684519,36.01152568,8.684365458,-7.86759309,2.539760148,-8.59,4.96,-5.64,5.64,12.05,0,39.9,23.03,0.001686405,-0.797553386,6671.398108,,12878.52732,18825.95918,,0,0,4/20/16,,
KXMR,28.4666666,-80.55,5,2016,4,21,10,0,TRUE,16.4,110000,136,134.3682076,-0.001915755,-0.001669842,-0.793255457,-13.9,-13.10674454,40.6,22,10.8,4.2,-12.5,16.27432609,48.63472174,22.23192795,11.33740495,49.42336314,19.2205768,-14.47334621,12.21625923,-15.53,15.53,-10.37,14.81,7.97,0,47.83,4.18,0.000380895,79.36387644,7051.909481,23948.49996,12511.4909,17941.43758,0.462806583,0.066649886,685729.3279,4/21/16,,
KXMR,28.4666666,-80.55,5,2016,4,22,10,0,TRUE,16.4,112001.3,167,-14.01247793,-0.001712489,-0.001783671,0.49112086,12.9,12.40887914,34.8,22,13,3,-11.9,16.88819912,49.92645923,24.64688019,34.64499537,51.2287617,17.47017976,5.820821918,14.8411694,3.14,17.8,16.38,7.64,15.66,9.04,39.06,22.55,0.002560029,55.62787967,8858.11097,17189.19571,13249.12553,18091.11742,0.709057931,-0.004871778,-10639.7633,4/22/16,,
KXMR,28.4666666,-80.55,5,2016,4,23,10,0,TRUE,16.4,107998.7,126,952.2054907,-0.001563369,-0.001616579,-1.768923815,12.5,14.26892381,42,20.6,13.2,4.2,-9.5,20.68394181,71.87079221,29.22106371,5.86042047,72.5925364,25.52865818,25.34124583,6.004794863,27.98,7.5,26.61,4.69,45.89,4.02,70.68,6.18,0.007568807,27.18055559,8685.333897,37188.3951,13280.84032,19573.27977,0.350879688,0.161759214,244548.5682,4/23/16,,
KXMR,28.4666666,-80.55,5,2016,4,24,10,0,TRUE,16.4,105226.4,131,19.24968201,-0.001749227,-0.001549346,2.373694983,-4.5,-6.873694983,40.2,20.6,12,5.6,-9.7,17.34555303,65.05082272,25.80848266,3.803779766,65.92973884,5.919345944,2.635775142,-4.766966255,2.06,-5.66,3.62,-13.52,19.95,-16.74,108.34,-29.03,0.004191336,5.762647344,8943.833515,8612.937786,13218.45837,19127.01191,1.787252469,0.000693307,8927.564246,4/24/16,,
KXMR,28.4666666,-80.55,5,2016,4,25,10,0,TRUE,16.4,108034.8,126,13.5492967,-0.001791599,-0.001546448,1.725515328,-0.5,-2.225515328,38.8,21.8,11.4,5.4,-10.3,16.06539349,58.01506353,24.62513497,5.654644013,58.45474817,8.634637843,-3.100996322,-1.166121698,3.5,-6.06,-5.36,4.5,21.88,1.91,59.15,10.43,0.002660451,-11.93426173,8050.891084,7251.412161,14134.94722,18816.43761,2.501576472,-0.00101063,9899.731994,4/25/16,,
KXMR,28.4666666,-80.55,5,2016,4,26,10,0,TRUE,16.4,110000,145,0,-0.001932153,-0.001662416,9.321121525,-13.7,-23.02112153,31.6,21.8,12,5.6,-11.3,10.08755469,43.88932205,24.06874257,38.26311835,45.16084686,7.274757935,-1.5935301,0.913779264,-0.44,5.03,3.01,-5.22,2.26,-12.83,31.2,-31.2,0.002061465,6.060299015,7900.009993,,13171.75239,18298.41641,,0,0,4/26/16,,
KXMR,28.4666666,-80.55,5,2016,4,27,10,0,TRUE,16.4,112017.7,146,0,-0.001771429,-0.001674725,3.690123178,22.9,19.20987682,42,21.8,12.4,4.4,-11.1,15.34840851,55.04824561,28.48936682,45.70596689,56.06213869,8.331972418,-1.690570571,-0.555085085,0.61,-6.97,3.37,-12.58,19.73,7.18,47.28,-8.34,0.003015847,-17.04131631,8679.099224,,12601.89076,18437.49263,,0,0,4/27/16,,
KXMR,28.4666666,-80.55,5,2016,4,28,10,0,TRUE,16.4,100000,147,0,-0.001587976,-0.001743544,4.853761459,28.3,23.44623854,43,22.2,14.8,4.2,-9.7,14.39553924,66.43741008,32.21572713,34.13095672,66.90035328,6.178608543,0.480793493,1.112768924,-1.23,2.64,4.62,-3.87,13.47,-13.47,32.54,5.74,0.002616901,7.34602155,11163.80376,,13498.05593,19193.22062,,0,0,4/28/16,,
KXMR,28.4666666,-80.55,5,2016,4,29,10,0,TRUE,16.4,107998.7,129,173.4399712,-0.001815781,-0.001840597,-1.109009556,32.8,33.90900956,48.5,23,15.2,5.2,-10.7,18.24073143,69.91502009,38.21592916,59.01148103,70.50872967,8.299331432,3.116603774,-3.881269447,0.69,-7.94,3.79,-10.41,11,-13.1,31.05,-11.3,0.002832407,20.28526027,11812.62094,28218.25881,12588.58308,18793.95278,0.364110476,0.021989218,119029.7161,4/29/16,,
KXMR,28.4666666,-80.55,5,2016,4,30,10,0,TRUE,16.4,107326.1,133,0,-0.001940462,-0.001748388,1.158461722,16.4,15.24153828,44.9,23.4,15.2,7.6,-9.5,17.44783143,61.11894632,29.96487247,8.853318694,62.11935561,8.493459829,-5.028679245,0.199402516,-5.12,-6.11,-5.46,2.55,9.91,0,6.52,-17.9,0.001228315,-42.35092805,9292.964486,,15174.91026,19408.59526,,0,0,4/30/16,,
KXMR,28.4666666,-80.55,5,2016,5,1,10,0,TRUE,16.4,112998.7,145,146.2095059,-0.001754326,-0.001716885,-1.075719858,6.3,7.375719858,38.6,23.6,16,7.2,-8.3,19.46650893,46.16788303,25.54826614,7.629402571,47.40265701,10.85516287,-7.256336535,7.627316992,-5.69,8.12,2.23,1.87,22.85,2,39.62,-10.62,0.003357096,7.26344715,9270.045302,27516.75358,15416.03108,19908.54723,0.525314594,0.006637406,84659.12298,5/1/16,,
KXMR,28.4666666,-80.55,5,2016,5,2,10,0,TRUE,16.4,111099.1,139,1672.984389,-0.001869591,-0.001633994,-5.284391663,12.8,18.08439166,41.9,23.8,14,7.4,-9.1,22.43437092,56.46160955,30.56373145,12.30308578,57.8715462,12.50513112,-2.114602517,11.85950977,-1.22,13.94,8.03,11.46,13.78,-2.43,33.5,-5.91,0.001654691,54.12848025,9994.07442,40767.60577,14766.38976,19598.5541,0.343041394,0.56597564,1965336.135,5/2/16,,
KXMR,28.4666666,-80.55,5,2016,5,3,10,0,TRUE,16.4,122493.4,135,1342.264092,-0.001857286,-0.001822559,-4.231678962,24.5,28.73167896,47.8,23.4,16.4,7,-9.3,20.922011,76.55900403,54.625482,22.07939281,76.91506792,16.67154921,9.151126691,14.01078357,6.91,9.87,14.12,16.83,31.14,17.98,65.09,11.48,0.005214051,20.65601648,10475.20341,40069.0999,14098.58969,19472.10886,0.297485748,0.173286432,500408.4067,5/3/16,,
KXMR,28.4666666,-80.55,5,2016,5,4,10,0,TRUE,16.4,19448.8,43,824.0691577,-0.002341979,-0.002193367,-9.652028886,30.5,40.15202889,50.8,23.2,17.6,7.2,-13.3,22.01687823,61.85490978,36.95857435,75.17701523,62.63536924,20.27591274,19.6578722,4.876931818,21.88,1.91,27.57,-4.86,22.49,26.8,,,,75.91281607,12375.35961,,12979.19933,17452.75646,,0.390983815,,5/4/16,,
KXMR,28.4666666,-80.55,5,2016,5,5,10,0,TRUE,16.4,112001.3,108,,-0.001751198,-0.001366592,,-1.3,,33.2,17.8,8.6,4.8,-10.5,17.9731184,32.21172938,-154.6998442,6.298915864,33.05795746,28.65537929,23.55473569,-14.92481818,28.92,-7.75,32.86,-8.8,53.22,-9.38,51.69,18.81,0.006954725,-88.9235356,5684.784351,,12161.44179,17695.21054,,,,5/5/16,,
KXMR,28.4666666,-80.55,5,2016,5,6,10,0,TRUE,16.4,108228.3,116,0,-0.00191881,-0.001791661,8.956986994,-6.9,-15.85698699,41.4,17,8.4,0.2,-16.3,4.482858915,30.78453971,10.92097006,13.58984648,31.54632584,20.59576961,18.15250509,-7.588863636,25.95,-2.27,28.92,-7.75,55.77,4.88,108.63,-9.5,0.009014178,-50.0932635,5993.220067,,11116.14209,16126.4026,,0,0,5/6/16,,
KXMR,28.4666666,-80.55,5,2016,5,7,10,0,TRUE,16.4,101000.7,117,0,-0.001912288,-0.001709907,9.180635173,-10.1,-19.28063517,40,16.8,7.4,0.3,-16.1,8.694048574,39.81722161,12.95196767,5.237669603,41.1575457,13.96776631,10.33880774,-9.54553159,8.12,-5.69,13.83,-19.74,22.02,-47.21,77.86,-54.52,0.008445967,37.63016607,6430.245465,,10106.62762,16030.17361,,0,0,5/7/16,,
KXMR,28.4666666,-80.55,5,2016,5,8,10,0,TRUE,16.4,102001.3,110,0,-0.001834497,-0.001529692,9.243956208,-5.1,-14.34395621,31,20,11.4,6,-10.1,9.57923923,39.42870525,17.8042455,14.9635102,40.47020348,10.65044108,0.07501505,-5.992578595,-3.87,-4.62,7.48,-12.96,10.93,-15.6,34.11,-40.65,0.002264278,51.27853804,8350.674726,,14069.20397,19053.12169,,0,0,5/8/16,,
KXMR,28.4666666,-80.55,5,2016,5,9,10,0,TRUE,16.4,107998.7,131,0,-0.001880369,-0.001471545,14.78459426,-21.7,-36.48459426,25.8,20.2,14.4,10.2,-6.5,7.79349376,32.60309728,16.92596787,3.634497229,34.64558538,14.56005821,-10.34128363,9.389324145,-16.07,5.85,-2.73,7.49,8.49,-7.12,27.61,-32.91,0.002021005,-1.891318024,8486.681498,,15573.53866,20678.74031,,0,0,5/9/16,,
KXMR,28.4666666,-80.55,5,2016,5,10,10,0,TRUE,16.4,147933.1,140,-491.8601851,-0.001868634,-0.001322783,1.930750286,-8.2,-10.13075029,34.3,22.8,12.4,10.2,-6.5,18.51659679,43.81831121,60.23397686,12.36874158,45.30840227,16.31008618,-8.816833223,13.32599768,-9.28,19.91,-0.78,8.91,21.55,7.85,39.99,-18.65,0.001952081,31.51009317,9235.276595,27895.85844,16792.10347,20712.64509,0.565031336,-0.096866002,-489785.2091,5/10/16,,
KXMR,28.4666666,-80.55,5,2016,5,11,10,0,TRUE,16.4,111000.7,139,395.3539888,-0.002271591,-0.00160124,-2.598422857,-11.8,-9.201577143,41.9,23.4,13,10.4,-9.7,20.2513323,48.88788605,29.07537702,33.16201352,50.26714159,8.741194497,-4.297903279,0.936473998,-1.72,-9.76,0.08,0.97,34.02,0,54.8,-4.79,0.005003898,1.455075326,8858.448812,35924.08078,15393.56908,19471.7854,0.39606127,0.003595436,153581.7412,5/11/16,,
KXMR,28.4666666,-80.55,5,2016,5,12,10,0,TRUE,16.4,107001.3,146,0,-0.002231349,-0.001661517,2.348175133,-10.1,-12.44817513,44.2,22.6,13.2,9.4,-10.3,16.44874031,55.5418714,30.27223692,24.78442121,57.13114542,7.067198492,-1.490912409,-4.11959854,-1.05,-12.01,2.23,-1.87,25.95,2.27,50.35,-8.88,0.003931795,26.81779832,8282.816208,,14917.66664,19167.32345,,0,0,5/12/16,,
KXMR,28.4666666,-80.55,5,2016,5,13,10,0,TRUE,16.4,108231.6,152,38.47948556,-0.00185798,-0.001754091,-0.175668399,15.6,15.7756684,45.1,22.6,15.2,6.8,-9.5,17.7915074,60.85496642,33.12419778,47.83092673,61.64462346,9.535791548,4.843764901,-5.599630795,5.09,-10.92,7.74,-4.47,21.63,3.81,36.29,-16.92,0.003150015,54.67752479,8955.761181,19468.11706,14031.27779,19575.67867,0.641459628,0.013149769,23745.34785,5/13/16,,
KXMR,28.4666666,-80.55,5,2016,5,14,10,0,TRUE,16.4,112998.7,138,,-0.001771429,-0.001870768,,26.1,,45.6,22.4,15.8,5,-10.5,21.36662006,359.7366697,-68.32020154,290.6317431,348.9325961,9.974564803,8.724632694,-2.927910324,10.92,-5.09,12.96,7.48,26.1,-6.99,55.98,0,0.003932045,5.896540446,9204.772002,,9084.911361,9209.463385,,,,5/14/16,,
KXMR,28.4666666,-80.55,5,2016,5,15,10,0,TRUE,16.4,110154.2,120,0,-0.001690812,-0.001848346,3.760678141,-40.5,-44.26067814,10.2,21.6,17.4,6.2,-8.7,15.34861755,20.88713018,13.68371867,2.711809941,23.5191435,8.004493511,3.944025157,-0.929427342,13.78,-2.43,2.06,2.06,22.65,8.24,48.8,-4.27,0.003928599,89.17431499,7810.584221,,14674.48581,19883.18547,,0,0,5/15/16,,
KXMR,28.4666666,-80.55,5,2016,5,16,10,0,TRUE,16.4,110000,146,0,-0.001853821,-0.001768707,4.218964944,-10.1,-14.31896494,39.8,24,15,6.4,-9.9,15.24362242,41.37130533,24.86911829,15.49263607,43.66753394,5.46476063,1.912298507,2.259480929,6.03,0,9.14,13.06,30.98,2.71,34.99,0,0.005169243,-7.456873099,8157.361879,,14376.41672,19251.14891,,0,0,5/16/16,,
KXMR,28.4666666,-80.55,5,2016,5,17,10,0,TRUE,16.4,111115.5,149,2435.891583,-0.002013796,-0.001918718,-8.253996522,20.5,28.75399652,46.2,24.2,16.4,7,-10.7,23.52695962,76.01618712,42.24074534,38.59295642,76.73430722,16.092949,2.905224274,13.49096141,1.92,10.91,14.74,17.57,22.56,13.02,41.35,7.29,0.003412745,127.381788,10737.95776,,15192.93911,19021.08578,,1.939301408,1387445.767,5/17/16,,
KXMR,28.4666666,-80.55,5,2016,5,18,10,0,TRUE,16.4,110000,158,328.8505573,-0.00182359,-0.001783817,-2.775249492,35,37.77524949,48.2,21.8,16.4,7.2,-8.9,20.40071048,72.78137108,45.80775318,81.23371732,73.64465779,28.15106669,27.77756823,3.800251562,33.8,9.06,30.98,-2.71,39.43,-6.95,31.42,26.36,0.004975852,143.2417253,13369.04763,34759.19875,14372.84511,21264.94673,0.342252812,0.294407007,128467.4264,5/18/16,,
KXMR,28.4666666,-80.55,5,2016,5,19,10,0,TRUE,16.4,83205.4,152,1027.804912,-0.001800267,-0.001869289,-4.085027629,28.1,32.18502763,47,23.6,17.6,7,-8.9,22.05465632,76.21389392,42.43057494,27.91474209,76.72539011,12.56615348,7.523100724,8.753887426,8.37,9.98,15.94,0,17.9,-6.52,53.14,14.24,0.003063822,73.05153441,11432.30236,40757.81021,14854.08858,19824.93137,0.339077398,0.469267037,652092.3507,5/19/16,,
KXMR,28.4666666,-80.55,5,2016,5,20,10,0,TRUE,16.4,60000,104,457.510903,-0.001892253,-0.001841074,-2.109736831,27.3,29.40973683,45.2,23.6,17.2,7.8,-8.9,19.59279415,61.09724673,38.66244472,51.44381099,61.84688823,10.47692465,8.65930309,2.698823143,8.64,2.31,9.14,-13.06,19.72,-3.48,14.98,-5.45,0.003015847,58.08806637,12331.06251,31468.53929,15101.7438,19784.71109,0.395997269,0.166099523,294885.9652,5/20/16,,
KXMR,28.4666666,-80.55,5,2016,5,21,10,0,TRUE,16.4,110000,124,1577.157288,-0.001809679,-0.001987211,-5.629986697,35.4,41.0299867,48.2,24,18.2,6,-9.9,21.35347868,67.67072333,46.95622069,85.51981882,68.43112689,19.3696994,17.02398522,9.512045977,19.86,11.47,20.64,7.51,16.85,-2.97,36.71,13.36,0.002818213,53.63335752,13918.8426,41340.78921,14073.8511,18843.50454,0.278263613,0.528676504,1087834.959,5/21/16,,
KXMR,28.4666666,-80.55,5,2016,5,22,10,0,TRUE,16.4,107001.3,125,1085.380499,-0.001922777,-0.001777941,-2.951299345,20.9,23.85129934,41.2,22.6,15.8,7.6,-9.3,20.70492537,56.15868353,29.72226943,17.71832465,57.3141829,16.47993463,15.96911192,-4.506013536,10.04,-4.68,44.41,-7.83,30.14,-10.97,50.74,-23.66,0.00452406,-12.85106797,11265.31057,39667.57192,15133.84621,19390.68426,0.339999935,-0.087176866,466353.844,5/22/16,,
KXMR,28.4666666,-80.55,5,2016,5,23,10,0,TRUE,16.4,106000.7,129,0,-0.001960903,-0.001717083,1.651422795,26.4,24.74857721,46.7,24,12.8,5.8,-11.3,15.76654935,59.34894881,27.91467487,24.00365664,59.49719386,15.63947706,12.77083444,-3.338044127,6.06,3.5,31.95,2.8,24.48,-8.91,48.01,0,0.004871065,-36.54529732,10940.85711,,12429.13426,18347.06165,,0,0,5/23/16,,
KXMR,28.4666666,-80.55,5,2016,5,24,10,0,TRUE,16.4,102286.7,137,-101.0211196,-0.001720553,-0.001615447,0.886968579,9.7,8.813031421,43.2,24.8,13.2,5.6,-9.5,17.56105621,65.34373494,28.85031852,5.250932051,65.33662246,10.08354603,2.975437313,5.113535085,-1.59,1.11,20.02,0,21.85,-10.19,32.86,-8.8,0.003409312,78.1095078,8870.848813,25128.41793,14211.12337,19370.78661,0.493469164,-0.049316937,-57597.99486,5/24/16,,
KXMR,28.4666666,-80.55,5,2016,5,25,10,0,TRUE,16.4,107001.3,158,40.77314148,-0.002013045,-0.001699258,-0.402258174,-6.3,-5.897741826,38.8,23.8,13.8,7.6,-10.1,16.63983808,56.08516459,24.09996645,3.22398412,56.4335886,9.831323391,-5.214721945,-3.355785881,-7.75,-9.23,2.53,-4.38,4.14,-2.9,6.51,-11.28,-9.31E-05,-39.72689355,9315.831891,28940.39933,15087.2623,19217.23962,0.43765481,-0.010123689,-851566.5775,5/25/16,,
KXMR,28.4666666,-80.55,5,2016,5,26,10,0,TRUE,16.4,60000,82,0,-0.001981426,-0.001537819,4.152620528,-15.1,-19.25262053,38.4,23,12.2,8,-9.5,15.52241857,46.34172644,21.38170481,3.098747649,47.29625139,14.89496061,-13.92780187,-5.889322882,-21.55,-7.85,-9.04,-15.66,-12.96,-7.48,-5.91,-12.68,0.002216906,-43.52464348,8068.775374,,14925.06147,19496.18139,,0,0,5/26/16,,
KXMR,28.4666666,-80.55,5,2016,5,27,10,0,TRUE,16.4,105000,134,-29.44535012,-0.001935418,-0.001590076,-0.617319933,12.7,13.31731993,34,23.4,13.2,7.8,-9.3,18.31187776,54.28746283,25.61828639,8.907646535,54.89336871,14.93223192,-11.83814471,5.531531696,-11.04,-0.97,-7.48,12.96,-6.85,-5.75,-8.37,-9.98,0.00110283,46.04210636,10904.97034,30286.23446,15096.98038,19515.74866,0.456130924,-0.008473287,-51900.34021,5/27/16,,
KXMR,28.4666666,-80.55,5,2016,5,28,10,0,TRUE,16.4,112001.3,128,0,-0.001688297,-0.001759277,2.082905843,1.9,-0.182905843,35.8,24.2,17,7,-7.9,17.36765174,56.95127431,29.77651419,19.59573653,57.75129354,11.56515848,2.65112818,-9.275564916,0,-11.08,6.53,-4.57,-6.76,-1.81,7.97,0,0.000581908,-36.92766872,9780.184498,,15150.09891,20369.38463,,0,0,5/28/16,,
KXMR,28.4666666,-80.55,5,2016,5,29,10,0,TRUE,16.4,107998.7,167,0,-0.001668116,-0.001635132,2.255896214,23,20.74410379,44.3,23,14.8,6.4,-8.3,17.78724584,65.42173955,33.14594283,22.68611762,66.51253992,7.422901546,7.003865366,-0.076748263,6.06,-3.5,13.15,4.79,9.88,-0.86,-6.51,11.28,0.001365092,-11.39737344,10467.72376,,14846.09926,19937.22132,,0,0,5/29/16,,
KXMR,28.4666666,-80.55,5,2016,5,30,10,0,TRUE,16.4,112998.7,154,1007.603313,-0.00169713,-0.001767471,-3.607010155,33,36.60701016,47.4,23.2,15,5,-9.9,20.24644583,78.82582712,40.02775198,44.91562996,79.03043039,9.41022792,7.528031757,-0.565069467,6.06,-3.5,10.41,-3.79,-1.06,-3.94,4.68,-17.46,0.000762574,7.930660168,11282.71594,37996.78294,13888.40896,19363.51768,0.306514731,0.049943497,2568440.321,5/30/16,,
KXMR,28.4666666,-80.55,5,2016,5,31,10,0,TRUE,16.4,110000,131,470.9382252,-0.001626358,-0.001820441,-1.591449064,34.1,35.69144906,46.4,23.8,16.8,5.4,-8.9,19.32695475,70.72220705,43.77159109,78.91351025,71.39356773,7.831960254,6.650451549,2.275388926,7.74,-4.47,1,2.74,3.7,1.73,0.61,-6.97,0.00055635,29.40317318,12942.02564,35977.36683,14393.47302,19592.47344,0.3197817,0.086544239,1645423.24,5/31/16,,
KXMR,28.4666666,-80.55,5,2016,6,1,10,0,TRUE,16.4,107998.7,167,46.33789353,-0.001669981,-0.001761727,0.374390391,26.5,26.12560961,42.8,25,16.6,6.4,-8.3,18.60502419,59.35033177,37.35524632,49.75808668,60.35618869,5.43195604,0.294126853,2.649003295,-0.82,1.76,6.9,3.98,7.94,-0.69,6.51,-11.28,0.001329441,21.37141395,11345.75516,28452.48689,14221.53006,19976.94102,0.406410398,0.006189414,67753.08067,6/1/16,,
KXMR,28.4666666,-80.55,5,2016,6,2,10,0,TRUE,16.4,112998.7,157,464.3089992,-0.001843503,-0.001784229,-2.427683285,16.9,19.32768328,42.6,25.2,16.6,7.6,-8.7,20.73331109,64.10778491,40.40284578,47.87694922,65.11975476,6.003652516,-3.620143233,1.928967731,-6.06,-3.5,-1.83,-0.66,11.04,-0.97,5.4,-30.63,0.001650002,-8.534850084,10464.9889,35911.63561,15686.10615,20009.99038,0.390357587,-0.024767548,546996.3205,6/2/16,,
KXMR,28.4666666,-80.55,5,2016,6,3,10,0,TRUE,16.4,115124.7,149,1724.89534,-0.001686417,-0.001727012,-3.962094474,23.9,27.86209447,40,25.6,17.4,7.8,-7.1,22.86680767,60.95197587,-49.37493644,32.97363493,62.03107195,4.673325501,-1.221122248,2.091398291,-0.69,-0.69,-4.38,-2.53,5.05,0,12.97,-1.14,0.001102585,8.39642268,12413.52486,43798.00655,15202.86575,20905.84056,0.321502701,0.09051844,3040971.644,6/3/16,,
KXMR,28.4666666,-80.55,5,2016,6,4,10,0,TRUE,16.4,115321.5,143,607.7361568,-0.001769734,-0.001692553,-2.086192568,24.3,26.38619257,42.2,25.8,17.2,8.8,-6.9,21.7566224,58.68660638,1083.023015,36.42725414,59.75092227,6.369606706,-3.403574943,3.41667104,-1.83,-0.66,3.7,1.73,6.97,0.61,5.46,-2.55,0.001249374,-7.847226315,12050.25891,38200.86882,15868.72503,20897.54473,0.380161766,-0.02980652,945549.6506,6/4/16,,
KXMR,28.4666666,-80.55,5,2016,6,5,10,0,TRUE,16.4,111000.7,152,1101.987777,-0.001806804,-0.001658347,-2.928364995,18.7,21.62836499,42.4,26.2,18,10.4,-5.7,22.82452772,62.37967807,41.67214112,31.46192612,63.21070177,6.568875039,-0.936037304,6.471703207,-1.46,2.53,-1.22,6.89,7.01,7.01,27.02,0,0.001843812,7.543346141,11766.90169,,16170.98114,21715.87996,,0.05195422,1161775.245,6/5/16,,
KXMR,28.4666666,-80.55,5,2016,6,6,10,0,TRUE,16.4,100000,125,3832.164048,-0.001514464,-0.001575103,-7.341469754,28.5,35.84146975,42.4,27,17.6,8.6,-4.9,26.40280577,74.59548368,57.38757709,84.60543054,75.15166337,26.26954861,4.16699542,26.24175172,2.19,24.98,13.55,29.07,0,20.99,29.95,13.97,0.002745342,111.3412275,15466.18296,,15682.26607,22351.37867,,2.666736558,2713373.315,6/6/16,,
KXMR,28.4666666,-80.55,5,2016,6,7,10,0,TRUE,16.4,117001.3,148,2200.138486,-0.001747757,-0.001604942,-5.530355175,35.9,41.43035518,43,26.6,18.6,11.2,-4.5,25.38887361,88.19457262,64.07427439,77.74248608,88.20274784,46.6606236,34.91814435,31.19708537,44.52,37.36,25.08,14.48,20.91,-1.83,24.98,-2.19,0.002024687,266.4202072,15361.46187,,16559.05565,22573.81962,,3.663508446,2112292.057,6/7/16,,
KXMR,28.4666666,-80.55,5,2016,6,8,10,0,TRUE,16.4,110000,127,2789.942343,-0.001598914,-0.001570055,-5.387290007,36.1,41.48729001,42.9,25.8,18.2,10,-4.3,25.92798267,89.70056465,57.29524067,49.6609592,89.83097972,10.93665608,9.407503268,4.713117647,6.76,-1.81,7.59,6.37,20.67,3.65,29.07,13.55,0.003091195,-15.38592069,14574.92517,,17436.65511,22372.42139,,-0.268286448,1754408.462,6/8/16,,
